b1,b2,b3,b4,b5,b6,b7,b8,b81,b9,b10,b11,b12,oc
0.13624,0.13804,0.21409,0.27958,0.30514,0.32931,0.35099,0.36408,0.3672,0.38212,0.49946,0.51204,0.47764,22.1
0.11795,0.1207,0.15403,0.20469,0.22465,0.23999,0.25574,0.27152,0.27657,0.29309,0.36898,0.38681,0.38115,29.1
0.18985,0.21174,0.29758,0.39048,0.41841,0.44096,0.46345,0.48006,0.48395,0.49831,0.5665,0.5813,0.56221,9.6
0.07263,0.07269,0.10588,0.15985,0.17713,0.19173,0.20597,0.21852,0.22243,0.23845,0.31827,0.33535,0.31791,39.2
0.1013,0.10359,0.17171,0.2673,0.29228,0.3129,0.32885,0.33527,0.3362,0.34578,0.44381,0.45436,0.40907,26.3
0.10252,0.10421,0.15527,0.23179,0.2617,0.28721,0.3134,0.33752,0.34451,0.36694,0.45709,0.46968,0.4255,75.1
0.11636,0.12006,0.17816,0.25334,0.27784,0.29861,0.31835,0.33358,0.33775,0.35392,0.43752,0.45082,0.40898,49.8
0.12408,0.13474,0.19125,0.27196,0.30179,0.32674,0.35205,0.37411,0.37975,0.396,0.46892,0.48161,0.41629,56.2
0.14103,0.15467,0.19847,0.23752,0.2486,0.25763,0.26773,0.27816,0.28093,0.28967,0.35909,0.38521,0.39737,1.7
0.10718,0.11205,0.1472,0.1944,0.21488,0.23201,0.25078,0.27177,0.27868,0.30012,0.40579,0.42993,0.40935,25.3
0.14272,0.15223,0.21607,0.29451,0.32285,0.3457,0.3694,0.3912,0.39747,0.4162,0.502,0.51594,0.48899,31.5
0.09064,0.09603,0.15442,0.23297,0.2538,0.27127,0.28688,0.29744,0.30047,0.31499,0.40105,0.41562,0.37688,24.6
0.07563,0.07672,0.11814,0.18863,0.2073,0.22264,0.23513,0.24199,0.24412,0.25734,0.34578,0.36208,0.3345,33.2
0.24446,0.27127,0.35785,0.43241,0.45856,0.47863,0.499,0.52024,0.52565,0.53839,0.61574,0.63416,0.59088,40.3
0.07359,0.07456,0.14012,0.20156,0.2272,0.2541,0.27346,0.27002,0.26681,0.26977,0.46591,0.47643,0.42335,54.2
0.14846,0.16573,0.26823,0.35449,0.3761,0.39437,0.41011,0.41687,0.41783,0.42697,0.49774,0.51086,0.47,11.5
0.12089,0.123,0.16387,0.21953,0.24277,0.26369,0.28642,0.30953,0.31666,0.34025,0.4574,0.47709,0.412,75.1
0.10287,0.11059,0.16773,0.25972,0.28373,0.30304,0.32181,0.33597,0.34009,0.35686,0.43853,0.45562,0.43251,16.4
0.10767,0.11951,0.17163,0.22284,0.243,0.25924,0.27663,0.29546,0.30061,0.31514,0.42015,0.46238,0.44371,15.4
0.12226,0.13348,0.20469,0.28184,0.30733,0.32931,0.35156,0.36762,0.37145,0.38663,0.48029,0.50153,0.46484,10
0.12595,0.13295,0.23057,0.32404,0.35416,0.38107,0.40523,0.41429,0.41448,0.42355,0.53543,0.56092,0.48753,6.7
0.12224,0.13023,0.20059,0.28497,0.31304,0.33705,0.36091,0.37879,0.38309,0.40022,0.48764,0.50641,0.47775,10.4
0.10292,0.11041,0.17511,0.24769,0.2704,0.29047,0.30967,0.32144,0.32382,0.33581,0.40785,0.42238,0.38949,11.6
0.12665,0.12951,0.17088,0.22961,0.25427,0.27397,0.29336,0.31024,0.31492,0.33007,0.39692,0.40832,0.38779,66.5
0.09754,0.10219,0.14352,0.20573,0.2293,0.24883,0.26878,0.28615,0.29121,0.30903,0.39628,0.41248,0.38931,36.2
0.17482,0.19337,0.27171,0.36459,0.395,0.42034,0.4471,0.47054,0.47698,0.49785,0.58546,0.60311,0.57425,11.2
0.17779,0.19925,0.2836,0.36199,0.38699,0.40794,0.42964,0.44782,0.45248,0.46871,0.54929,0.5682,0.542,5.7
0.09361,0.10014,0.16901,0.23643,0.25728,0.27587,0.29221,0.30012,0.30158,0.3111,0.40392,0.42082,0.37705,14.3
0.16715,0.18514,0.26798,0.35547,0.38557,0.41049,0.43591,0.46036,0.46795,0.49227,0.59841,0.61546,0.5797,11.6
0.08331,0.087,0.13877,0.23062,0.2599,0.28307,0.30423,0.32129,0.32561,0.3408,0.40766,0.41687,0.38168,51.8
0.10912,0.11212,0.15889,0.22709,0.2541,0.27772,0.30353,0.33105,0.33955,0.36417,0.46334,0.47775,0.44432,81.7
0.12176,0.13305,0.20179,0.27447,0.29964,0.32144,0.34308,0.3595,0.3635,0.37827,0.46806,0.48809,0.47076,19
0.10411,0.10676,0.1407,0.19355,0.21757,0.23994,0.26632,0.29676,0.30669,0.33791,0.45082,0.46914,0.41629,107.6
0.08929,0.09404,0.13916,0.21404,0.23518,0.25281,0.27046,0.28418,0.28807,0.30381,0.38107,0.3971,0.37688,15.4
0.13283,0.14246,0.21306,0.29228,0.32539,0.35043,0.37265,0.38788,0.39138,0.40439,0.48051,0.49295,0.46004,29.4
0.13499,0.14246,0.19427,0.25996,0.28741,0.31124,0.33705,0.36509,0.37351,0.39719,0.50606,0.5259,0.48428,51.5
0.14109,0.15184,0.23829,0.32026,0.34594,0.36703,0.3861,0.39958,0.40253,0.414,0.50026,0.51369,0.45793,23.6
0.11374,0.11644,0.16338,0.22756,0.25668,0.28197,0.30875,0.3332,0.34009,0.36041,0.45804,0.47163,0.42756,22.2
0.12747,0.13693,0.18454,0.24038,0.26309,0.28223,0.30213,0.32114,0.32674,0.34419,0.42746,0.4472,0.43642,12.6
0.16569,0.18531,0.28497,0.37696,0.40402,0.42678,0.44957,0.46398,0.46687,0.48006,0.56559,0.58304,0.54878,10.9
0.14468,0.15371,0.2064,0.27485,0.3029,0.32659,0.35099,0.37334,0.37966,0.39976,0.48798,0.50629,0.47337,23.7
0.13035,0.14362,0.22485,0.30718,0.33228,0.35343,0.37342,0.38753,0.39102,0.40514,0.48339,0.49797,0.46494,9.9
0.11962,0.1263,0.21727,0.29916,0.32449,0.34602,0.36383,0.37196,0.37291,0.38115,0.4835,0.49854,0.4433,19.7
0.11112,0.1154,0.2045,0.28629,0.31347,0.33752,0.35719,0.36383,0.364,0.37128,0.49374,0.5118,0.44751,18.9
0.11625,0.12694,0.19173,0.26098,0.28484,0.30528,0.32591,0.3434,0.34834,0.36576,0.45196,0.46935,0.44761,27.8
0.07734,0.07894,0.0994,0.13696,0.15321,0.16642,0.17997,0.19472,0.19966,0.21449,0.27064,0.28504,0.29587,105
0.11048,0.11503,0.14883,0.19116,0.20989,0.22746,0.24917,0.27523,0.28399,0.3111,0.42218,0.44106,0.4042,27.2
0.10874,0.11402,0.17681,0.26086,0.2855,0.30577,0.32539,0.34253,0.34754,0.36501,0.45331,0.46849,0.44381,32
0.11529,0.12723,0.18642,0.26218,0.28629,0.30521,0.32441,0.33877,0.34253,0.35571,0.42374,0.43712,0.41918,33
0.10539,0.11066,0.16573,0.2406,0.26388,0.28314,0.30318,0.32055,0.32554,0.34658,0.43793,0.45761,0.42394,13.1
0.12468,0.1318,0.19125,0.27152,0.29799,0.32026,0.34332,0.36551,0.37239,0.39838,0.50571,0.52699,0.48933,6.8
0.12196,0.12814,0.18694,0.2466,0.26928,0.28973,0.31124,0.32704,0.33052,0.34514,0.43401,0.45436,0.41314,25.5
0.13228,0.14381,0.20883,0.29424,0.31945,0.34072,0.36433,0.38459,0.39012,0.40719,0.49046,0.50536,0.48018,11.1
0.20031,0.22055,0.30606,0.39174,0.42111,0.44432,0.46687,0.48596,0.49113,0.50793,0.57557,0.58817,0.56105,9.7
0.12272,0.13468,0.20807,0.27504,0.29888,0.31952,0.34009,0.35793,0.36299,0.3808,0.48161,0.50431,0.44045,20.1
0.09781,0.10086,0.17033,0.26357,0.2892,0.31096,0.33182,0.34666,0.35027,0.36509,0.46644,0.48261,0.45165,18.1
0.06642,0.0679,0.09238,0.13941,0.15944,0.17811,0.1998,0.22279,0.22967,0.24889,0.33466,0.34786,0.31124,151.3
0.12809,0.13652,0.17832,0.24934,0.28061,0.30775,0.33581,0.36283,0.37042,0.39003,0.46217,0.47534,0.44555,49.3
0.14464,0.14791,0.1782,0.22325,0.2421,0.25954,0.28009,0.30451,0.31254,0.33729,0.43481,0.45352,0.41153,47.7
0.18319,0.20128,0.28216,0.36183,0.38985,0.41295,0.43642,0.45761,0.46377,0.48339,0.56429,0.5805,0.55834,13.5
0.19847,0.2137,0.28635,0.3706,0.40114,0.42648,0.45134,0.47282,0.47874,0.49774,0.57161,0.58614,0.56377,9.6
0.07447,0.07764,0.1141,0.15929,0.17282,0.18467,0.1944,0.19856,0.19939,0.20654,0.27052,0.27797,0.23741,23.9
0.08976,0.09137,0.12604,0.17828,0.19879,0.21677,0.23556,0.25474,0.26074,0.27983,0.37463,0.39201,0.37136,43.8
0.11779,0.12291,0.15421,0.20464,0.2294,0.25212,0.27951,0.31139,0.32129,0.35027,0.45248,0.48018,0.43481,44.6
0.13646,0.14319,0.18014,0.23807,0.26662,0.29329,0.32561,0.36467,0.37722,0.41314,0.53469,0.55373,0.49465,98
0.13829,0.14907,0.21513,0.3043,0.33327,0.35662,0.38089,0.40402,0.41106,0.43192,0.52772,0.54438,0.52348,21
0.15812,0.17742,0.25604,0.33869,0.36838,0.39228,0.41543,0.43401,0.43833,0.45102,0.51665,0.5315,0.49465,14.9
0.09845,0.10287,0.17861,0.27089,0.29819,0.32278,0.3434,0.35035,0.35108,0.36183,0.4783,0.49408,0.4713,13.9
0.12297,0.12909,0.18642,0.25177,0.28048,0.30486,0.32991,0.35424,0.36116,0.37975,0.47217,0.48742,0.45227,43.7
0.13621,0.14428,0.20654,0.2819,0.31017,0.33473,0.35967,0.38054,0.38601,0.40383,0.48888,0.50373,0.46806,23.4
0.07732,0.07949,0.1112,0.15856,0.1727,0.18442,0.19616,0.20706,0.21033,0.22413,0.29295,0.31124,0.30123,29
0.09672,0.09804,0.13614,0.20114,0.22761,0.25096,0.2765,0.30416,0.31268,0.33651,0.41553,0.42355,0.3838,108.8
0.09262,0.09766,0.15073,0.21188,0.23324,0.252,0.26934,0.27983,0.2821,0.29295,0.37749,0.39246,0.37265,19.5
0.12215,0.13062,0.18391,0.24127,0.26363,0.28249,0.30241,0.32218,0.32779,0.34794,0.43813,0.45867,0.39701,44.4
0.14018,0.14629,0.20493,0.27625,0.30458,0.32946,0.35612,0.37931,0.38539,0.40588,0.50478,0.52228,0.48062,29.7
0.10595,0.11236,0.15042,0.2023,0.22346,0.24361,0.26779,0.29676,0.3069,0.3397,0.45186,0.46677,0.41371,87.7
0.14415,0.15948,0.22475,0.30193,0.32681,0.34794,0.37,0.39066,0.39701,0.41745,0.50107,0.51832,0.50804,12.3
0.06483,0.06445,0.09328,0.15139,0.17088,0.18759,0.20526,0.22377,0.23009,0.25264,0.35967,0.38566,0.3754,54.4
0.09506,0.09309,0.11366,0.15653,0.1775,0.1972,0.22105,0.25084,0.26128,0.29512,0.43371,0.46452,0.4471,70.9
0.10292,0.10209,0.1285,0.17652,0.20216,0.2261,0.25322,0.28333,0.29302,0.3227,0.44833,0.4737,0.44289,83.1
0.11987,0.12417,0.16866,0.2208,0.24171,0.25966,0.27855,0.29765,0.30367,0.32516,0.44015,0.46206,0.38949,30.5
0.14038,0.14866,0.17656,0.20483,0.21652,0.22646,0.23834,0.25246,0.25657,0.26792,0.32344,0.34277,0.33251,35.2
0.11225,0.1146,0.14679,0.19028,0.21174,0.2311,0.25229,0.27372,0.28009,0.29943,0.37993,0.39802,0.36804,45.4
0.14774,0.15574,0.21543,0.27816,0.30262,0.32352,0.34451,0.36224,0.36652,0.38371,0.4772,0.49556,0.453,26.3
0.13131,0.14048,0.19765,0.26922,0.29349,0.31304,0.33343,0.35351,0.36,0.38001,0.47479,0.49272,0.4772,16.1
0.07916,0.07945,0.09851,0.13967,0.16248,0.1848,0.21272,0.24677,0.25722,0.28432,0.37102,0.38495,0.36291,53.2
0.09397,0.09663,0.1321,0.18093,0.20235,0.22192,0.24434,0.26897,0.27676,0.29999,0.3993,0.41697,0.3845,37.8
0.13646,0.14521,0.20768,0.28556,0.31391,0.33791,0.36258,0.38256,0.38761,0.4043,0.4835,0.49648,0.43863,39.2
0.15139,0.16429,0.25668,0.35392,0.38265,0.4071,0.43172,0.45102,0.45593,0.47282,0.55937,0.5728,0.54188,11.6
0.12325,0.13164,0.20673,0.29635,0.32516,0.3485,0.36949,0.38194,0.38468,0.39701,0.47065,0.48451,0.4552,18.7
0.07565,0.0788,0.128,0.20049,0.22029,0.23686,0.2527,0.26491,0.26853,0.28418,0.36762,0.38601,0.35694,23
0.2261,0.25657,0.3376,0.37282,0.38388,0.39237,0.40383,0.41677,0.4186,0.4215,0.50142,0.54979,0.49739,4.4
0.1299,0.13756,0.18281,0.25026,0.281,0.30775,0.33713,0.36872,0.37879,0.40841,0.53297,0.55539,0.50992,31.5
0.09908,0.10268,0.13213,0.17964,0.20119,0.22141,0.24632,0.27606,0.28517,0.31131,0.41773,0.43752,0.41438,39.2
0.1321,0.13693,0.17779,0.23578,0.26272,0.28392,0.30521,0.32734,0.33435,0.35343,0.42658,0.43944,0.42776,60.5
0.10095,0.10342,0.14679,0.20573,0.22803,0.24769,0.26847,0.28847,0.29431,0.31254,0.40983,0.42717,0.39283,43.8
0.11324,0.11918,0.17705,0.2444,0.26681,0.28543,0.30346,0.31923,0.32352,0.33814,0.42247,0.43793,0.40551,30.8
0.14693,0.16036,0.25015,0.34754,0.37809,0.40262,0.4255,0.4432,0.44813,0.46089,0.54001,0.55119,0.52662,11.3
0.11329,0.11665,0.15772,0.22009,0.249,0.27549,0.30556,0.33674,0.3461,0.3761,0.47632,0.49659,0.4593,40.7
0.14561,0.1617,0.20417,0.2457,0.26212,0.27549,0.29208,0.31304,0.31864,0.3322,0.42482,0.46677,0.46004,30.1
0.09143,0.09162,0.1191,0.17077,0.19165,0.21077,0.23372,0.26285,0.27334,0.30606,0.42835,0.44679,0.4043,216.2
0.15653,0.168,0.2283,0.30374,0.32908,0.34738,0.36509,0.37879,0.38194,0.39591,0.46387,0.47885,0.45279,39.8
0.05352,0.05282,0.06767,0.10294,0.12056,0.13763,0.15926,0.18698,0.19616,0.22202,0.32486,0.3465,0.32855,168.1
0.13586,0.14299,0.23741,0.32923,0.36091,0.38708,0.4102,0.42179,0.42345,0.43212,0.52252,0.53493,0.47424,21
0.10869,0.11943,0.17861,0.23453,0.25363,0.26996,0.28629,0.30005,0.30395,0.31761,0.39811,0.41918,0.38309,14.6
0.09185,0.09438,0.15904,0.22967,0.25102,0.26965,0.28662,0.29874,0.30179,0.31499,0.4217,0.43924,0.40041,26.6
0.11596,0.12325,0.2064,0.2937,0.323,0.34706,0.36864,0.38274,0.38601,0.39573,0.48328,0.49636,0.46838,11.7
0.12607,0.13558,0.23254,0.32516,0.3553,0.37966,0.40022,0.41172,0.4139,0.4215,0.50781,0.51976,0.48018,9
0.13788,0.14398,0.18832,0.247,0.27612,0.30123,0.32757,0.35522,0.36383,0.38318,0.46004,0.46666,0.43631,73
0.14431,0.16047,0.21863,0.27932,0.30395,0.32278,0.34285,0.36568,0.37162,0.3815,0.45667,0.48462,0.45405,26.2
0.1499,0.15981,0.22553,0.31725,0.35003,0.37575,0.4005,0.4215,0.42737,0.44106,0.51618,0.52517,0.49625,33.4
0.10897,0.11574,0.17502,0.2486,0.27587,0.29909,0.32203,0.33963,0.34419,0.36033,0.44545,0.46057,0.43411,34.5
0.11238,0.1113,0.13788,0.18285,0.20469,0.22558,0.2498,0.27644,0.2849,0.3129,0.44289,0.46752,0.40729,58.7
0.12362,0.13038,0.17968,0.24774,0.27353,0.29519,0.3182,0.34017,0.34674,0.36627,0.45394,0.46774,0.43752,30.9
0.112,0.11125,0.12862,0.16448,0.18378,0.20263,0.22636,0.25716,0.26786,0.29902,0.40253,0.41735,0.37783,137.4
0.13363,0.14207,0.21807,0.29067,0.31696,0.33986,0.36224,0.37853,0.3823,0.39582,0.48641,0.49751,0.4215,32.6
0.08063,0.0819,0.10428,0.13671,0.15115,0.16448,0.18009,0.19888,0.20545,0.22589,0.33075,0.35777,0.34206,42.8
0.08917,0.09043,0.14444,0.20384,0.22589,0.24655,0.26718,0.28216,0.28576,0.30082,0.42599,0.44648,0.40542,39.2
0.09576,0.09781,0.13916,0.19925,0.22295,0.24361,0.26485,0.28464,0.2902,0.30796,0.40142,0.41697,0.39048,67.8
0.09298,0.09607,0.14839,0.223,0.24519,0.26363,0.28171,0.29819,0.30318,0.32018,0.40945,0.42766,0.40486,37.5
0.13564,0.13903,0.16413,0.20258,0.22218,0.23972,0.2599,0.28451,0.29255,0.3142,0.39994,0.41543,0.40747,86.8
0.0837,0.08692,0.12448,0.17693,0.19948,0.21807,0.23523,0.24946,0.25345,0.26632,0.32591,0.33814,0.33736,46.8
0.14454,0.15357,0.2334,0.31645,0.34634,0.37231,0.39866,0.42209,0.42884,0.45572,0.58735,0.6132,0.54425,11.5
0.10659,0.1078,0.13627,0.17779,0.19893,0.21812,0.23895,0.26062,0.26712,0.28648,0.3706,0.3853,0.35506,94.5
0.11564,0.12151,0.15845,0.21375,0.24021,0.26363,0.2896,0.31623,0.32397,0.34746,0.44045,0.45941,0.43652,56.4
0.09478,0.09618,0.12882,0.17507,0.19566,0.21444,0.23545,0.25692,0.26321,0.28366,0.38521,0.4087,0.38681,50.9
0.07927,0.07681,0.12729,0.1891,0.21632,0.24205,0.26522,0.2774,0.27945,0.29034,0.4141,0.42786,0.35975,34.5
0.12114,0.12529,0.16858,0.22274,0.2457,0.26546,0.28609,0.30444,0.30917,0.32449,0.40411,0.42044,0.38441,55.1
0.13183,0.14451,0.22418,0.31246,0.33783,0.35967,0.38186,0.39802,0.40188,0.41697,0.49762,0.51594,0.49488,9.6
0.07456,0.07379,0.12025,0.20026,0.2209,0.23747,0.252,0.26272,0.26589,0.28067,0.37239,0.38806,0.35884,22.9
0.09779,0.10044,0.16726,0.25942,0.28569,0.30796,0.3287,0.3438,0.3477,0.36358,0.46313,0.47863,0.44586,24.7
0.08706,0.08716,0.12703,0.17779,0.20272,0.22579,0.25107,0.27618,0.2832,0.30339,0.40992,0.41822,0.36325,83.7
0.13222,0.14197,0.20059,0.26194,0.28615,0.30634,0.32674,0.34602,0.35156,0.36417,0.44055,0.45311,0.4056,38
0.20328,0.22751,0.3207,0.38186,0.40198,0.41966,0.43853,0.45123,0.45342,0.46559,0.56807,0.59635,0.5326,10.4
0.14116,0.14747,0.19498,0.24774,0.26853,0.28761,0.3101,0.33427,0.34151,0.36593,0.49023,0.52107,0.46484,35.4
0.17223,0.1837,0.23281,0.27454,0.2894,0.30311,0.32041,0.33994,0.34538,0.36283,0.4761,0.51988,0.49442,12
0.11171,0.11682,0.15083,0.20296,0.22428,0.24249,0.2626,0.28523,0.29255,0.31311,0.39428,0.41077,0.40495,48.7
0.06917,0.06929,0.08297,0.10414,0.11503,0.1256,0.13829,0.15314,0.1582,0.17462,0.24986,0.26601,0.2548,103.5
0.09721,0.09817,0.17096,0.27108,0.30047,0.32546,0.34578,0.3558,0.35785,0.37102,0.47896,0.49034,0.453,31.4
0.13935,0.15083,0.23768,0.31333,0.3369,0.35645,0.37428,0.38663,0.38913,0.39948,0.48618,0.50188,0.44463,20.9
0.19548,0.21627,0.3106,0.38744,0.41238,0.43251,0.45196,0.46935,0.4737,0.48652,0.57201,0.58993,0.55552,21.4
0.07741,0.07654,0.11061,0.17559,0.19806,0.21797,0.24005,0.26473,0.27346,0.30395,0.4216,0.43995,0.40151,125.9
0.09112,0.08974,0.11617,0.16769,0.18651,0.203,0.2205,0.23796,0.24367,0.2654,0.37497,0.39875,0.36392,57
0.10882,0.11151,0.14421,0.18664,0.20531,0.22289,0.24311,0.26424,0.27064,0.29161,0.39455,0.41725,0.38851,57.6
0.0333,0.03069,0.03739,0.05703,0.06939,0.08155,0.09667,0.11601,0.12252,0.14145,0.21827,0.23453,0.22548,220.6
0.04843,0.04745,0.06866,0.10399,0.11918,0.13295,0.14743,0.16226,0.16688,0.18298,0.28203,0.29744,0.27951,124.8
0.14747,0.16581,0.26182,0.33853,0.3645,0.38557,0.40635,0.42345,0.42756,0.443,0.54438,0.57425,0.51618,11.6
0.17474,0.18897,0.25894,0.33022,0.35851,0.38212,0.40672,0.43222,0.44005,0.45825,0.55093,0.56299,0.50408,39
0.08515,0.08827,0.13375,0.18374,0.20035,0.21335,0.22398,0.22856,0.2293,0.23534,0.29221,0.30395,0.30718,18
0.12744,0.13674,0.20063,0.28933,0.31849,0.34245,0.36585,0.38797,0.39455,0.41639,0.52384,0.54488,0.502,22
0.08185,0.0802,0.10337,0.14508,0.16315,0.17964,0.19815,0.21707,0.223,0.24384,0.35116,0.37601,0.33963,67.9
0.12806,0.13505,0.17338,0.22475,0.24609,0.26516,0.28767,0.31268,0.32026,0.34491,0.46259,0.49716,0.48184,35.1
0.10515,0.10844,0.14168,0.18642,0.20816,0.22851,0.25316,0.28229,0.29194,0.3207,0.43102,0.44443,0.39765,111.4
0.10505,0.11277,0.14256,0.17306,0.18239,0.19015,0.19843,0.20659,0.20903,0.21672,0.25716,0.26681,0.27121,22.9
0.11976,0.12531,0.17394,0.24182,0.26712,0.28754,0.30846,0.32644,0.33128,0.34618,0.41889,0.43033,0.40411,26.7
0.12601,0.13589,0.17726,0.21652,0.23158,0.24491,0.25996,0.27428,0.2781,0.29188,0.36375,0.3845,0.38539,23.6
0.13388,0.13718,0.18184,0.2453,0.27089,0.29336,0.31798,0.34229,0.34922,0.37094,0.47217,0.49397,0.46516,36.1
0.08674,0.08925,0.13583,0.19733,0.21682,0.23318,0.24814,0.25936,0.26224,0.27353,0.34483,0.35555,0.32772,36.8
0.12874,0.13536,0.19369,0.26755,0.29235,0.31282,0.33343,0.35261,0.35818,0.37601,0.46409,0.4794,0.44885,29
0.13699,0.14801,0.21091,0.27485,0.29992,0.32048,0.34127,0.36133,0.36703,0.3808,0.46838,0.48585,0.44218,26.8
0.10664,0.11321,0.1731,0.24005,0.26152,0.27945,0.29778,0.31449,0.31952,0.33427,0.44096,0.46313,0.43411,17.6
0.10195,0.10676,0.16162,0.21568,0.23757,0.25674,0.27542,0.29141,0.29601,0.30903,0.40059,0.41238,0.37213,32.7
0.09449,0.09705,0.15304,0.23502,0.25858,0.27861,0.29902,0.31615,0.32129,0.3434,0.45856,0.48139,0.43803,27.5
0.10561,0.1129,0.15948,0.20422,0.22351,0.24188,0.26285,0.28333,0.289,0.30726,0.39994,0.41986,0.3706,15.5
0.09521,0.09917,0.13496,0.19209,0.21247,0.23009,0.24946,0.26884,0.27492,0.29553,0.39192,0.41181,0.39264,32.4
0.04061,0.03801,0.04725,0.06874,0.08158,0.09471,0.11174,0.13462,0.14269,0.16734,0.28016,0.30179,0.28022,118.9
0.09034,0.0916,0.13023,0.18387,0.20649,0.22641,0.24734,0.26509,0.26953,0.28327,0.36191,0.37385,0.31557,57.1
0.11087,0.11623,0.19311,0.2834,0.31003,0.33327,0.35653,0.37282,0.37679,0.39147,0.47984,0.49431,0.46068,11.1
0.112,0.11792,0.19697,0.29295,0.32004,0.34293,0.36543,0.3815,0.38548,0.40179,0.48989,0.50664,0.47054,13.8
0.16289,0.17746,0.25345,0.34602,0.37377,0.39546,0.41668,0.43241,0.43642,0.45092,0.51976,0.53456,0.51892,17.8
0.11368,0.11863,0.1735,0.24649,0.27511,0.29874,0.32226,0.34364,0.35003,0.36593,0.44045,0.44648,0.40635,66.1
0.14256,0.15403,0.24038,0.32501,0.35067,0.37119,0.38958,0.40365,0.40776,0.41908,0.50804,0.52119,0.47951,23.5
0.09432,0.09546,0.16604,0.24889,0.2746,0.29785,0.31871,0.3287,0.33067,0.34002,0.44864,0.45983,0.43631,12.7
0.09238,0.09288,0.14771,0.24149,0.26878,0.29047,0.31153,0.329,0.3342,0.35703,0.48462,0.51062,0.47753,42.7
0.14073,0.15367,0.21898,0.2746,0.29553,0.31456,0.33558,0.354,0.35867,0.37688,0.48362,0.50968,0.44813,14.7
0.14138,0.14545,0.17943,0.2327,0.25615,0.27714,0.30172,0.3306,0.3397,0.36669,0.47885,0.50223,0.45814,52.6
0.12549,0.13134,0.16982,0.21558,0.23281,0.24797,0.26479,0.28249,0.28814,0.30733,0.40616,0.43231,0.43571,24.2
0.07713,0.07408,0.0932,0.13277,0.15374,0.1735,0.19606,0.22029,0.22777,0.25044,0.34151,0.35662,0.32337,129
0.07971,0.07798,0.10167,0.14632,0.16421,0.18051,0.19811,0.21582,0.22141,0.24182,0.33744,0.35514,0.33281,98.7
0.09032,0.09292,0.1358,0.1872,0.20835,0.22683,0.24513,0.26134,0.26607,0.27932,0.36166,0.37489,0.33558,40.1
0.11784,0.1252,0.18476,0.24328,0.26375,0.2808,0.29696,0.31096,0.31514,0.32749,0.41822,0.43491,0.41153,39.3
0.09603,0.10095,0.16289,0.23567,0.26345,0.28728,0.31003,0.32599,0.32976,0.34459,0.44864,0.46655,0.44351,27.8
0.10127,0.1059,0.1272,0.15318,0.16319,0.17246,0.18437,0.19888,0.20356,0.21938,0.30924,0.34348,0.34826,13.6
0.12653,0.13246,0.18218,0.24513,0.26909,0.28827,0.30782,0.32569,0.33083,0.34714,0.4257,0.43722,0.41352,29.5
0.11877,0.12753,0.18344,0.25067,0.27454,0.29471,0.31521,0.33037,0.33396,0.3477,0.42277,0.43682,0.41011,20.3
0.0729,0.07068,0.09194,0.13104,0.15237,0.17306,0.19756,0.22605,0.23523,0.26026,0.35514,0.36661,0.33705,133
0.11641,0.12201,0.18703,0.25722,0.28432,0.30803,0.33228,0.35213,0.35719,0.37342,0.47808,0.49728,0.44679,27.7
0.10335,0.10617,0.17563,0.26601,0.29228,0.31506,0.33705,0.35156,0.35522,0.37136,0.48362,0.50281,0.47011,15.2
0.09207,0.09313,0.15237,0.22673,0.25038,0.27108,0.2894,0.30012,0.30241,0.31477,0.42924,0.44576,0.41276,26.3
0.10488,0.10955,0.16569,0.23856,0.2617,0.28074,0.29868,0.31347,0.31747,0.33182,0.40992,0.4216,0.39509,38.1
0.13295,0.142,0.21188,0.28504,0.31203,0.33435,0.35604,0.3754,0.38107,0.39537,0.47951,0.49012,0.44658,37.5
0.12246,0.12933,0.21047,0.28688,0.31405,0.33651,0.35662,0.37077,0.37454,0.38592,0.49102,0.502,0.45499,25.1
0.10534,0.1073,0.14545,0.20054,0.22167,0.23961,0.25799,0.2746,0.27951,0.29662,0.37291,0.38619,0.36375,59.3
0.1146,0.12045,0.16788,0.2401,0.26903,0.29424,0.32144,0.3489,0.3576,0.38717,0.5144,0.53629,0.50327,46.6
0.18391,0.20114,0.28301,0.36585,0.39765,0.42472,0.45217,0.47775,0.48507,0.50874,0.61404,0.63621,0.58817,13.5
0.12723,0.13459,0.18059,0.22835,0.24592,0.26128,0.27778,0.29201,0.29573,0.3096,0.38115,0.39537,0.38124,44.3
0.09333,0.10235,0.13696,0.16784,0.17571,0.18226,0.1895,0.19616,0.19751,0.20221,0.23747,0.24462,0.24127,39
0.12053,0.12659,0.16642,0.21883,0.24094,0.26038,0.28197,0.30549,0.31275,0.33281,0.41562,0.43152,0.40757,43.3
0.07417,0.07117,0.09095,0.12729,0.14625,0.16444,0.18514,0.20625,0.21257,0.23281,0.32742,0.34546,0.30853,82.5
0.12927,0.13477,0.18954,0.259,0.28589,0.30676,0.32817,0.34834,0.35383,0.36906,0.4504,0.46494,0.44432,37.1
0.09698,0.09952,0.13561,0.19729,0.21933,0.23812,0.25906,0.27951,0.28497,0.30075,0.39619,0.41783,0.38637,85.7
0.11839,0.12615,0.19037,0.26122,0.2834,0.30144,0.3182,0.33205,0.3362,0.34786,0.42228,0.43241,0.40142,37.6
0.09598,0.09904,0.1566,0.2302,0.25246,0.27089,0.28767,0.2995,0.30297,0.31485,0.40476,0.41697,0.39464,20.3
